,Target,Date,Tweet Ago,Compound,Positive,Negative,Neutral,Text,Source
97,BBC,2017-12-01 11:34:46,98,0.0,0.0,0.0,1.0,"Go crab, go! ? ? ?
#BluePlanet2 via @BBCEarth.

Coasts | Sunday 8PM | @BBCOne. https://t.co/vazOWtmE7U","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
98,BBC,2017-12-01 11:02:10,99,0.0,0.0,0.0,1.0,"It's #WorldCupDraw day! ?

Whichever country you land on will be your second team at the #WorldCup (unless they’re… https://t.co/Kns3zUZ2KG","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
99,BBC,2017-12-01 10:34:22,100,-0.2732,0.08,0.122,0.798,"RT @bbcthree: 45% of burglaries are committed by heroin and crack users. 
This is the story behind of one of them. #Drugsland https://t.co/…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
0,CBS,2017-12-01 18:40:34,1,0.0,0.0,0.0,1.0,"RT @instinctcbs: New drama #Instinct, starring @Alancumming, premieres Sunday, March 11 on @CBS! https://t.co/aaL0JXpqav","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
1,CBS,2017-12-01 18:16:37,2,0.0,0.0,0.0,1.0,"RT @AmazingRaceCBS: On your marks... #AmazingRace returns Wednesday, January 3! https://t.co/XMSJSUymUZ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
2,CBS,2017-12-01 18:10:11,3,0.0,0.0,0.0,1.0,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
3,CBS,2017-12-01 14:00:04,4,0.6893,0.251,0.0,0.749,The Angels await you... catch up on the world's most celebrated fashion show now! Watch the full 2017… https://t.co/xfYDbEzpfX,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
4,CBS,2017-12-01 12:00:03,5,0.1901,0.093,0.0,0.907,"Comedy stars Amy Poehler, Bill Hader, @MayaRudolph &amp; @TraceeEllisRoss give the legendary Tarzan yell a try- but no… https://t.co/lrrHE2f9Nv","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
5,CBS,2017-12-01 01:31:30,6,0.296,0.128,0.0,0.872,Action-adventure series 'Blood &amp; Treasure' has been picked up for broadcast in Summer 2019: https://t.co/gAjqbF5bYh https://t.co/3cTBH9AKFI,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
6,CBS,2017-11-30 21:10:19,7,0.0,0.0,0.0,1.0,Carol Burnett visited @TheTalkCBS to discuss how she got her start in show business! Watch The Carol Burnett 50th A… https://t.co/EyqmFWZHEC,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
7,CBS,2017-11-30 20:54:39,8,0.6115,0.227,0.0,0.773,"The world's most beloved fairy tales are reimagined as a dark &amp; twisted psychological thriller in ""Tell Me A Story,… https://t.co/CytIswrRj1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
8,CBS,2017-11-30 17:40:02,9,0.0,0.0,0.0,1.0,RT @RansomCBS: #Ransom star @luke_j_roberts on set in Budapest for Season 2! https://t.co/rgC5ylqSMp,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
9,CBS,2017-11-30 17:30:05,10,0.6808,0.248,0.0,0.752,Comic @JayLeno reflects on the major impression Carol Burnett left on him. Celebrate The Carol Burnett 50th Anniver… https://t.co/PIakndHJt1,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
10,CBS,2017-11-30 15:00:05,11,0.3612,0.135,0.0,0.865,"Watch #BrunoMars perform ""That's What I Like"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/hAFcB9HpE3 https://t.co/I7ZWHdDYCP","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
11,CBS,2017-11-30 12:00:03,12,0.0,0.0,0.0,1.0,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
12,CBS,2017-11-30 07:52:09,13,-0.3595,0.0,0.128,0.872,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
13,CBS,2017-11-30 04:09:55,14,0.6239,0.45,0.0,0.55,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
14,CBS,2017-11-30 04:00:27,15,0.0,0.0,0.0,1.0,The stage is ?? #BrunoMars https://t.co/nykrDH46Bs,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
15,CBS,2017-11-30 03:59:09,16,0.5542,0.204,0.0,0.796,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
16,CBS,2017-11-30 03:55:37,17,0.0,0.0,0.0,1.0,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
17,CBS,2017-11-30 03:51:38,18,0.0,0.0,0.0,1.0,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
18,CBS,2017-11-30 03:44:54,19,0.0,0.0,0.0,1.0,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
19,CBS,2017-11-30 03:37:13,20,0.7482,0.434,0.0,0.566,RT @BrunoMars: We love you MARY!!!! ?? #BrunosTvSpecial,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
20,CBS,2017-12-01 18:40:34,21,0.0,0.0,0.0,1.0,"RT @instinctcbs: New drama #Instinct, starring @Alancumming, premieres Sunday, March 11 on @CBS! https://t.co/aaL0JXpqav","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
21,CBS,2017-12-01 18:16:37,22,0.0,0.0,0.0,1.0,"RT @AmazingRaceCBS: On your marks... #AmazingRace returns Wednesday, January 3! https://t.co/XMSJSUymUZ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
22,CBS,2017-12-01 18:10:11,23,0.0,0.0,0.0,1.0,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
23,CBS,2017-12-01 14:00:04,24,0.6893,0.251,0.0,0.749,The Angels await you... catch up on the world's most celebrated fashion show now! Watch the full 2017… https://t.co/xfYDbEzpfX,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
24,CBS,2017-12-01 12:00:03,25,0.1901,0.093,0.0,0.907,"Comedy stars Amy Poehler, Bill Hader, @MayaRudolph &amp; @TraceeEllisRoss give the legendary Tarzan yell a try- but no… https://t.co/lrrHE2f9Nv","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
25,CBS,2017-12-01 01:31:30,26,0.296,0.128,0.0,0.872,Action-adventure series 'Blood &amp; Treasure' has been picked up for broadcast in Summer 2019: https://t.co/gAjqbF5bYh https://t.co/3cTBH9AKFI,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
26,CBS,2017-11-30 21:10:19,27,0.0,0.0,0.0,1.0,Carol Burnett visited @TheTalkCBS to discuss how she got her start in show business! Watch The Carol Burnett 50th A… https://t.co/EyqmFWZHEC,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
27,CBS,2017-11-30 20:54:39,28,0.6115,0.227,0.0,0.773,"The world's most beloved fairy tales are reimagined as a dark &amp; twisted psychological thriller in ""Tell Me A Story,… https://t.co/CytIswrRj1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
28,CBS,2017-11-30 17:40:02,29,0.0,0.0,0.0,1.0,RT @RansomCBS: #Ransom star @luke_j_roberts on set in Budapest for Season 2! https://t.co/rgC5ylqSMp,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
29,CBS,2017-11-30 17:30:05,30,0.6808,0.248,0.0,0.752,Comic @JayLeno reflects on the major impression Carol Burnett left on him. Celebrate The Carol Burnett 50th Anniver… https://t.co/PIakndHJt1,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
30,CBS,2017-11-30 15:00:05,31,0.3612,0.135,0.0,0.865,"Watch #BrunoMars perform ""That's What I Like"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/hAFcB9HpE3 https://t.co/I7ZWHdDYCP","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
31,CBS,2017-11-30 12:00:03,32,0.0,0.0,0.0,1.0,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
32,CBS,2017-11-30 07:52:09,33,-0.3595,0.0,0.128,0.872,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
33,CBS,2017-11-30 04:09:55,34,0.6239,0.45,0.0,0.55,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
34,CBS,2017-11-30 04:00:27,35,0.0,0.0,0.0,1.0,The stage is ?? #BrunoMars https://t.co/nykrDH46Bs,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
35,CBS,2017-11-30 03:59:09,36,0.5542,0.204,0.0,0.796,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
36,CBS,2017-11-30 03:55:37,37,0.0,0.0,0.0,1.0,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
37,CBS,2017-11-30 03:51:38,38,0.0,0.0,0.0,1.0,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
38,CBS,2017-11-30 03:44:54,39,0.0,0.0,0.0,1.0,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
39,CBS,2017-11-30 03:37:13,40,0.7482,0.434,0.0,0.566,RT @BrunoMars: We love you MARY!!!! ?? #BrunosTvSpecial,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
40,CBS,2017-12-01 18:40:34,41,0.0,0.0,0.0,1.0,"RT @instinctcbs: New drama #Instinct, starring @Alancumming, premieres Sunday, March 11 on @CBS! https://t.co/aaL0JXpqav","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
41,CBS,2017-12-01 18:16:37,42,0.0,0.0,0.0,1.0,"RT @AmazingRaceCBS: On your marks... #AmazingRace returns Wednesday, January 3! https://t.co/XMSJSUymUZ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
42,CBS,2017-12-01 18:10:11,43,0.0,0.0,0.0,1.0,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
43,CBS,2017-12-01 14:00:04,44,0.6893,0.251,0.0,0.749,The Angels await you... catch up on the world's most celebrated fashion show now! Watch the full 2017… https://t.co/xfYDbEzpfX,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
44,CBS,2017-12-01 12:00:03,45,0.1901,0.093,0.0,0.907,"Comedy stars Amy Poehler, Bill Hader, @MayaRudolph &amp; @TraceeEllisRoss give the legendary Tarzan yell a try- but no… https://t.co/lrrHE2f9Nv","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
45,CBS,2017-12-01 01:31:30,46,0.296,0.128,0.0,0.872,Action-adventure series 'Blood &amp; Treasure' has been picked up for broadcast in Summer 2019: https://t.co/gAjqbF5bYh https://t.co/3cTBH9AKFI,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
46,CBS,2017-11-30 21:10:19,47,0.0,0.0,0.0,1.0,Carol Burnett visited @TheTalkCBS to discuss how she got her start in show business! Watch The Carol Burnett 50th A… https://t.co/EyqmFWZHEC,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
47,CBS,2017-11-30 20:54:39,48,0.6115,0.227,0.0,0.773,"The world's most beloved fairy tales are reimagined as a dark &amp; twisted psychological thriller in ""Tell Me A Story,… https://t.co/CytIswrRj1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
48,CBS,2017-11-30 17:40:02,49,0.0,0.0,0.0,1.0,RT @RansomCBS: #Ransom star @luke_j_roberts on set in Budapest for Season 2! https://t.co/rgC5ylqSMp,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
49,CBS,2017-11-30 17:30:05,50,0.6808,0.248,0.0,0.752,Comic @JayLeno reflects on the major impression Carol Burnett left on him. Celebrate The Carol Burnett 50th Anniver… https://t.co/PIakndHJt1,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
50,CBS,2017-11-30 15:00:05,51,0.3612,0.135,0.0,0.865,"Watch #BrunoMars perform ""That's What I Like"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/hAFcB9HpE3 https://t.co/I7ZWHdDYCP","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
51,CBS,2017-11-30 12:00:03,52,0.0,0.0,0.0,1.0,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
52,CBS,2017-11-30 07:52:09,53,-0.3595,0.0,0.128,0.872,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
53,CBS,2017-11-30 04:09:55,54,0.6239,0.45,0.0,0.55,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
54,CBS,2017-11-30 04:00:27,55,0.0,0.0,0.0,1.0,The stage is ?? #BrunoMars https://t.co/nykrDH46Bs,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
55,CBS,2017-11-30 03:59:09,56,0.5542,0.204,0.0,0.796,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
56,CBS,2017-11-30 03:55:37,57,0.0,0.0,0.0,1.0,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
57,CBS,2017-11-30 03:51:38,58,0.0,0.0,0.0,1.0,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
58,CBS,2017-11-30 03:44:54,59,0.0,0.0,0.0,1.0,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
59,CBS,2017-11-30 03:37:13,60,0.7482,0.434,0.0,0.566,RT @BrunoMars: We love you MARY!!!! ?? #BrunosTvSpecial,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
60,CBS,2017-12-01 18:40:34,61,0.0,0.0,0.0,1.0,"RT @instinctcbs: New drama #Instinct, starring @Alancumming, premieres Sunday, March 11 on @CBS! https://t.co/aaL0JXpqav","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
61,CBS,2017-12-01 18:16:37,62,0.0,0.0,0.0,1.0,"RT @AmazingRaceCBS: On your marks... #AmazingRace returns Wednesday, January 3! https://t.co/XMSJSUymUZ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
62,CBS,2017-12-01 18:10:11,63,0.0,0.0,0.0,1.0,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
63,CBS,2017-12-01 14:00:04,64,0.6893,0.251,0.0,0.749,The Angels await you... catch up on the world's most celebrated fashion show now! Watch the full 2017… https://t.co/xfYDbEzpfX,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
64,CBS,2017-12-01 12:00:03,65,0.1901,0.093,0.0,0.907,"Comedy stars Amy Poehler, Bill Hader, @MayaRudolph &amp; @TraceeEllisRoss give the legendary Tarzan yell a try- but no… https://t.co/lrrHE2f9Nv","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
65,CBS,2017-12-01 01:31:30,66,0.296,0.128,0.0,0.872,Action-adventure series 'Blood &amp; Treasure' has been picked up for broadcast in Summer 2019: https://t.co/gAjqbF5bYh https://t.co/3cTBH9AKFI,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
66,CBS,2017-11-30 21:10:19,67,0.0,0.0,0.0,1.0,Carol Burnett visited @TheTalkCBS to discuss how she got her start in show business! Watch The Carol Burnett 50th A… https://t.co/EyqmFWZHEC,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
67,CBS,2017-11-30 20:54:39,68,0.6115,0.227,0.0,0.773,"The world's most beloved fairy tales are reimagined as a dark &amp; twisted psychological thriller in ""Tell Me A Story,… https://t.co/CytIswrRj1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
68,CBS,2017-11-30 17:40:02,69,0.0,0.0,0.0,1.0,RT @RansomCBS: #Ransom star @luke_j_roberts on set in Budapest for Season 2! https://t.co/rgC5ylqSMp,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
69,CBS,2017-11-30 17:30:05,70,0.6808,0.248,0.0,0.752,Comic @JayLeno reflects on the major impression Carol Burnett left on him. Celebrate The Carol Burnett 50th Anniver… https://t.co/PIakndHJt1,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
70,CBS,2017-11-30 15:00:05,71,0.3612,0.135,0.0,0.865,"Watch #BrunoMars perform ""That's What I Like"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/hAFcB9HpE3 https://t.co/I7ZWHdDYCP","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
71,CBS,2017-11-30 12:00:03,72,0.0,0.0,0.0,1.0,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
72,CBS,2017-11-30 07:52:09,73,-0.3595,0.0,0.128,0.872,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
73,CBS,2017-11-30 04:09:55,74,0.6239,0.45,0.0,0.55,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
74,CBS,2017-11-30 04:00:27,75,0.0,0.0,0.0,1.0,The stage is ?? #BrunoMars https://t.co/nykrDH46Bs,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
75,CBS,2017-11-30 03:59:09,76,0.5542,0.204,0.0,0.796,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
76,CBS,2017-11-30 03:55:37,77,0.0,0.0,0.0,1.0,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
77,CBS,2017-11-30 03:51:38,78,0.0,0.0,0.0,1.0,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
78,CBS,2017-11-30 03:44:54,79,0.0,0.0,0.0,1.0,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
79,CBS,2017-11-30 03:37:13,80,0.7482,0.434,0.0,0.566,RT @BrunoMars: We love you MARY!!!! ?? #BrunosTvSpecial,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
80,CBS,2017-12-01 18:40:34,81,0.0,0.0,0.0,1.0,"RT @instinctcbs: New drama #Instinct, starring @Alancumming, premieres Sunday, March 11 on @CBS! https://t.co/aaL0JXpqav","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
81,CBS,2017-12-01 18:16:37,82,0.0,0.0,0.0,1.0,"RT @AmazingRaceCBS: On your marks... #AmazingRace returns Wednesday, January 3! https://t.co/XMSJSUymUZ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
82,CBS,2017-12-01 18:10:11,83,0.0,0.0,0.0,1.0,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
83,CBS,2017-12-01 14:00:04,84,0.6893,0.251,0.0,0.749,The Angels await you... catch up on the world's most celebrated fashion show now! Watch the full 2017… https://t.co/xfYDbEzpfX,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
84,CBS,2017-12-01 12:00:03,85,0.1901,0.093,0.0,0.907,"Comedy stars Amy Poehler, Bill Hader, @MayaRudolph &amp; @TraceeEllisRoss give the legendary Tarzan yell a try- but no… https://t.co/lrrHE2f9Nv","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
85,CBS,2017-12-01 01:31:30,86,0.296,0.128,0.0,0.872,Action-adventure series 'Blood &amp; Treasure' has been picked up for broadcast in Summer 2019: https://t.co/gAjqbF5bYh https://t.co/3cTBH9AKFI,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
86,CBS,2017-11-30 21:10:19,87,0.0,0.0,0.0,1.0,Carol Burnett visited @TheTalkCBS to discuss how she got her start in show business! Watch The Carol Burnett 50th A… https://t.co/EyqmFWZHEC,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
87,CBS,2017-11-30 20:54:39,88,0.6115,0.227,0.0,0.773,"The world's most beloved fairy tales are reimagined as a dark &amp; twisted psychological thriller in ""Tell Me A Story,… https://t.co/CytIswrRj1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
88,CBS,2017-11-30 17:40:02,89,0.0,0.0,0.0,1.0,RT @RansomCBS: #Ransom star @luke_j_roberts on set in Budapest for Season 2! https://t.co/rgC5ylqSMp,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
89,CBS,2017-11-30 17:30:05,90,0.6808,0.248,0.0,0.752,Comic @JayLeno reflects on the major impression Carol Burnett left on him. Celebrate The Carol Burnett 50th Anniver… https://t.co/PIakndHJt1,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
90,CBS,2017-11-30 15:00:05,91,0.3612,0.135,0.0,0.865,"Watch #BrunoMars perform ""That's What I Like"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/hAFcB9HpE3 https://t.co/I7ZWHdDYCP","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
91,CBS,2017-11-30 12:00:03,92,0.0,0.0,0.0,1.0,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
92,CBS,2017-11-30 07:52:09,93,-0.3595,0.0,0.128,0.872,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>"
93,CBS,2017-11-30 04:09:55,94,0.6239,0.45,0.0,0.55,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
94,CBS,2017-11-30 04:00:27,95,0.0,0.0,0.0,1.0,The stage is ?? #BrunoMars https://t.co/nykrDH46Bs,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
95,CBS,2017-11-30 03:59:09,96,0.5542,0.204,0.0,0.796,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
96,CBS,2017-11-30 03:55:37,97,0.0,0.0,0.0,1.0,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
97,CBS,2017-11-30 03:51:38,98,0.0,0.0,0.0,1.0,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
98,CBS,2017-11-30 03:44:54,99,0.0,0.0,0.0,1.0,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
99,CBS,2017-11-30 03:37:13,100,0.7482,0.434,0.0,0.566,RT @BrunoMars: We love you MARY!!!! ?? #BrunosTvSpecial,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
0,CNN,2017-12-01 19:11:32,1,0.5994,0.224,0.0,0.776,"Sen. Mark Warner, the top Democrat on the Senate Intelligence Committee, says Michael Flynn was obviously in a ""gre… https://t.co/JmoL0m0FWB","<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>"
1,CNN,2017-12-01 19:00:17,2,0.0,0.0,0.0,1.0,German police defuse device near Christmas market outside Berlin https://t.co/1VmCuGDJBu https://t.co/HxBFrZlIld,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
