,Target,Date,Tweet Ago,Compound,Positive,Negative,Neutral,Text,Source
2,CNN,2017-12-01 18:55:11,3,0.2023,0.079,0.0,0.921,"RT @CNNPolitics: Sen. Mark Warner, the top Democrat on the Senate intel committee, says the Trump team ""can't distance themselves"" from Mic…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
3,CNN,2017-12-01 18:45:12,4,0.0,0.0,0.0,1.0,"62 years ago, Rosa Parks stood up for civil rights by sitting down https://t.co/biQ5JYg89Q https://t.co/XCcL4AparB","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
4,CNN,2017-12-01 18:34:06,5,0.3182,0.151,0.093,0.756,"The Justice Department is considering bringing federal charges against Jose Ines Garcia Zarate, the man found not g… https://t.co/JgGRCmJMVy","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
5,CNN,2017-12-01 18:29:23,6,-0.3818,0.0,0.126,0.874,"RT @CNNPolitics: CNN's @jimsciutto: In your view, has the President lied about his team's communications with Russia?

Schiff: ""Abundantly…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
6,CNN,2017-12-01 18:20:23,7,-0.4215,0.0,0.128,0.872,"Rep. Adam Schiff calls Flynn's guilty plea ""breathtaking,"" says this is ""the chief adviser to the President in term… https://t.co/QlNvfdMLP2","<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>"
7,CNN,2017-12-01 18:16:05,8,0.0,0.0,0.0,1.0,Lawmakers say panel investigating Michigan Democratic Rep. John Conyers not known for speed https://t.co/4cqQT7IKyv https://t.co/PUX5k3N3di,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
8,CNN,2017-12-01 18:04:04,9,0.0,0.0,0.0,1.0,"White House chief of staff John Kelly soured on Rex Tillerson after the Secretary of State's ""moron"" comment… https://t.co/rLl6sn2Qia","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
9,CNN,2017-12-01 17:52:04,10,0.0,0.0,0.0,1.0,"If this proposed bill becomes law, executives could face jail time for not reporting data breaches in a timely mann… https://t.co/B5ujPJrS2i","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
10,CNN,2017-12-01 17:33:09,11,0.4019,0.137,0.0,0.863,"With Sen. Jeff Flake's newly announced support, Senate Republicans have the votes to pass their tax plan… https://t.co/3sVrOQIfJi","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
11,CNN,2017-12-01 17:12:02,12,0.0,0.0,0.0,1.0,"Nobel laureate Joseph Stiglitz says bitcoin ""ought to be outlawed"" https://t.co/9sO0qa6ys3","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
12,CNN,2017-12-01 16:56:01,13,0.6249,0.254,0.0,0.746,Former Trump national security adviser Michael Flynn disclosed that he is cooperating with Special Counsel Mueller'… https://t.co/Pxidtiq701,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
13,CNN,2017-12-01 16:50:07,14,-0.7351,0.0,0.246,0.754,RT @CNNPolitics: WATCH: Michael Flynn departs the courthouse after pleading guilty to lying to the FBI about conversations with Russia’s am…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
14,CNN,2017-12-01 16:47:03,15,-0.0516,0.111,0.12,0.769,"White House Lawyer Ty Cobb: ""Nothing about the guilty plea or the charge implicates anyone other than Mr. Flynn."" https://t.co/bl70IulW98","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
15,CNN,2017-12-01 16:28:57,16,-0.4215,0.0,0.177,0.823,BREAKING: Michael Flynn pleads guilty to making false statements to the FBI https://t.co/ur4KDLWjIs https://t.co/soQgF5Akto,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
16,CNN,2017-12-01 16:21:45,17,-0.5106,0.0,0.216,0.784,RT @CNNPolitics: All the times President Trump has insulted North Korea https://t.co/K44j17nmFx https://t.co/WIzDglf4kv,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
17,CNN,2017-12-01 16:15:05,18,-0.3818,0.0,0.247,0.753,"Chicago police tout 14% homicide drop, and concede there's more to do https://t.co/8uEIT4o7j4","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
18,CNN,2017-12-01 16:08:29,19,-0.2658,0.201,0.238,0.561,RT @CNNPolitics: The Department of Justice may bring charges against the man found not guilty in Kate Steinle's murder https://t.co/9Mzlzst…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
19,CNN,2017-12-01 15:26:11,20,0.0,0.0,0.0,1.0,The updated docket describes this court proceeding as a “plea agreement” hearing. Flynn is expected to plead guilty… https://t.co/k0C0BuBHSv,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
20,CNN,2017-12-01 19:11:32,21,0.5994,0.224,0.0,0.776,"Sen. Mark Warner, the top Democrat on the Senate Intelligence Committee, says Michael Flynn was obviously in a ""gre… https://t.co/JmoL0m0FWB","<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>"
21,CNN,2017-12-01 19:00:17,22,0.0,0.0,0.0,1.0,German police defuse device near Christmas market outside Berlin https://t.co/1VmCuGDJBu https://t.co/HxBFrZlIld,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
22,CNN,2017-12-01 18:55:11,23,0.2023,0.079,0.0,0.921,"RT @CNNPolitics: Sen. Mark Warner, the top Democrat on the Senate intel committee, says the Trump team ""can't distance themselves"" from Mic…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
23,CNN,2017-12-01 18:45:12,24,0.0,0.0,0.0,1.0,"62 years ago, Rosa Parks stood up for civil rights by sitting down https://t.co/biQ5JYg89Q https://t.co/XCcL4AparB","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
24,CNN,2017-12-01 18:34:06,25,0.3182,0.151,0.093,0.756,"The Justice Department is considering bringing federal charges against Jose Ines Garcia Zarate, the man found not g… https://t.co/JgGRCmJMVy","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
25,CNN,2017-12-01 18:29:23,26,-0.3818,0.0,0.126,0.874,"RT @CNNPolitics: CNN's @jimsciutto: In your view, has the President lied about his team's communications with Russia?

Schiff: ""Abundantly…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
26,CNN,2017-12-01 18:20:23,27,-0.4215,0.0,0.128,0.872,"Rep. Adam Schiff calls Flynn's guilty plea ""breathtaking,"" says this is ""the chief adviser to the President in term… https://t.co/QlNvfdMLP2","<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>"
27,CNN,2017-12-01 18:16:05,28,0.0,0.0,0.0,1.0,Lawmakers say panel investigating Michigan Democratic Rep. John Conyers not known for speed https://t.co/4cqQT7IKyv https://t.co/PUX5k3N3di,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
28,CNN,2017-12-01 18:04:04,29,0.0,0.0,0.0,1.0,"White House chief of staff John Kelly soured on Rex Tillerson after the Secretary of State's ""moron"" comment… https://t.co/rLl6sn2Qia","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
29,CNN,2017-12-01 17:52:04,30,0.0,0.0,0.0,1.0,"If this proposed bill becomes law, executives could face jail time for not reporting data breaches in a timely mann… https://t.co/B5ujPJrS2i","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
30,CNN,2017-12-01 17:33:09,31,0.4019,0.137,0.0,0.863,"With Sen. Jeff Flake's newly announced support, Senate Republicans have the votes to pass their tax plan… https://t.co/3sVrOQIfJi","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
31,CNN,2017-12-01 17:12:02,32,0.0,0.0,0.0,1.0,"Nobel laureate Joseph Stiglitz says bitcoin ""ought to be outlawed"" https://t.co/9sO0qa6ys3","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
32,CNN,2017-12-01 16:56:01,33,0.6249,0.254,0.0,0.746,Former Trump national security adviser Michael Flynn disclosed that he is cooperating with Special Counsel Mueller'… https://t.co/Pxidtiq701,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
33,CNN,2017-12-01 16:50:07,34,-0.7351,0.0,0.246,0.754,RT @CNNPolitics: WATCH: Michael Flynn departs the courthouse after pleading guilty to lying to the FBI about conversations with Russia’s am…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
34,CNN,2017-12-01 16:47:03,35,-0.0516,0.111,0.12,0.769,"White House Lawyer Ty Cobb: ""Nothing about the guilty plea or the charge implicates anyone other than Mr. Flynn."" https://t.co/bl70IulW98","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
35,CNN,2017-12-01 16:28:57,36,-0.4215,0.0,0.177,0.823,BREAKING: Michael Flynn pleads guilty to making false statements to the FBI https://t.co/ur4KDLWjIs https://t.co/soQgF5Akto,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
36,CNN,2017-12-01 16:21:45,37,-0.5106,0.0,0.216,0.784,RT @CNNPolitics: All the times President Trump has insulted North Korea https://t.co/K44j17nmFx https://t.co/WIzDglf4kv,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
37,CNN,2017-12-01 16:15:05,38,-0.3818,0.0,0.247,0.753,"Chicago police tout 14% homicide drop, and concede there's more to do https://t.co/8uEIT4o7j4","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
38,CNN,2017-12-01 16:08:29,39,-0.2658,0.201,0.238,0.561,RT @CNNPolitics: The Department of Justice may bring charges against the man found not guilty in Kate Steinle's murder https://t.co/9Mzlzst…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
39,CNN,2017-12-01 15:26:11,40,0.0,0.0,0.0,1.0,The updated docket describes this court proceeding as a “plea agreement” hearing. Flynn is expected to plead guilty… https://t.co/k0C0BuBHSv,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
40,CNN,2017-12-01 19:11:32,41,0.5994,0.224,0.0,0.776,"Sen. Mark Warner, the top Democrat on the Senate Intelligence Committee, says Michael Flynn was obviously in a ""gre… https://t.co/JmoL0m0FWB","<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>"
41,CNN,2017-12-01 19:00:17,42,0.0,0.0,0.0,1.0,German police defuse device near Christmas market outside Berlin https://t.co/1VmCuGDJBu https://t.co/HxBFrZlIld,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
42,CNN,2017-12-01 18:55:11,43,0.2023,0.079,0.0,0.921,"RT @CNNPolitics: Sen. Mark Warner, the top Democrat on the Senate intel committee, says the Trump team ""can't distance themselves"" from Mic…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
43,CNN,2017-12-01 18:45:12,44,0.0,0.0,0.0,1.0,"62 years ago, Rosa Parks stood up for civil rights by sitting down https://t.co/biQ5JYg89Q https://t.co/XCcL4AparB","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
44,CNN,2017-12-01 18:34:06,45,0.3182,0.151,0.093,0.756,"The Justice Department is considering bringing federal charges against Jose Ines Garcia Zarate, the man found not g… https://t.co/JgGRCmJMVy","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
45,CNN,2017-12-01 18:29:23,46,-0.3818,0.0,0.126,0.874,"RT @CNNPolitics: CNN's @jimsciutto: In your view, has the President lied about his team's communications with Russia?

Schiff: ""Abundantly…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
46,CNN,2017-12-01 18:20:23,47,-0.4215,0.0,0.128,0.872,"Rep. Adam Schiff calls Flynn's guilty plea ""breathtaking,"" says this is ""the chief adviser to the President in term… https://t.co/QlNvfdMLP2","<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>"
47,CNN,2017-12-01 18:16:05,48,0.0,0.0,0.0,1.0,Lawmakers say panel investigating Michigan Democratic Rep. John Conyers not known for speed https://t.co/4cqQT7IKyv https://t.co/PUX5k3N3di,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
48,CNN,2017-12-01 18:04:04,49,0.0,0.0,0.0,1.0,"White House chief of staff John Kelly soured on Rex Tillerson after the Secretary of State's ""moron"" comment… https://t.co/rLl6sn2Qia","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
49,CNN,2017-12-01 17:52:04,50,0.0,0.0,0.0,1.0,"If this proposed bill becomes law, executives could face jail time for not reporting data breaches in a timely mann… https://t.co/B5ujPJrS2i","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
50,CNN,2017-12-01 17:33:09,51,0.4019,0.137,0.0,0.863,"With Sen. Jeff Flake's newly announced support, Senate Republicans have the votes to pass their tax plan… https://t.co/3sVrOQIfJi","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
51,CNN,2017-12-01 17:12:02,52,0.0,0.0,0.0,1.0,"Nobel laureate Joseph Stiglitz says bitcoin ""ought to be outlawed"" https://t.co/9sO0qa6ys3","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
52,CNN,2017-12-01 16:56:01,53,0.6249,0.254,0.0,0.746,Former Trump national security adviser Michael Flynn disclosed that he is cooperating with Special Counsel Mueller'… https://t.co/Pxidtiq701,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
53,CNN,2017-12-01 16:50:07,54,-0.7351,0.0,0.246,0.754,RT @CNNPolitics: WATCH: Michael Flynn departs the courthouse after pleading guilty to lying to the FBI about conversations with Russia’s am…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
54,CNN,2017-12-01 16:47:03,55,-0.0516,0.111,0.12,0.769,"White House Lawyer Ty Cobb: ""Nothing about the guilty plea or the charge implicates anyone other than Mr. Flynn."" https://t.co/bl70IulW98","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
55,CNN,2017-12-01 16:28:57,56,-0.4215,0.0,0.177,0.823,BREAKING: Michael Flynn pleads guilty to making false statements to the FBI https://t.co/ur4KDLWjIs https://t.co/soQgF5Akto,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
56,CNN,2017-12-01 16:21:45,57,-0.5106,0.0,0.216,0.784,RT @CNNPolitics: All the times President Trump has insulted North Korea https://t.co/K44j17nmFx https://t.co/WIzDglf4kv,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
57,CNN,2017-12-01 16:15:05,58,-0.3818,0.0,0.247,0.753,"Chicago police tout 14% homicide drop, and concede there's more to do https://t.co/8uEIT4o7j4","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
58,CNN,2017-12-01 16:08:29,59,-0.2658,0.201,0.238,0.561,RT @CNNPolitics: The Department of Justice may bring charges against the man found not guilty in Kate Steinle's murder https://t.co/9Mzlzst…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
59,CNN,2017-12-01 15:26:11,60,0.0,0.0,0.0,1.0,The updated docket describes this court proceeding as a “plea agreement” hearing. Flynn is expected to plead guilty… https://t.co/k0C0BuBHSv,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
60,CNN,2017-12-01 19:11:32,61,0.5994,0.224,0.0,0.776,"Sen. Mark Warner, the top Democrat on the Senate Intelligence Committee, says Michael Flynn was obviously in a ""gre… https://t.co/JmoL0m0FWB","<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>"
61,CNN,2017-12-01 19:00:17,62,0.0,0.0,0.0,1.0,German police defuse device near Christmas market outside Berlin https://t.co/1VmCuGDJBu https://t.co/HxBFrZlIld,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
62,CNN,2017-12-01 18:55:11,63,0.2023,0.079,0.0,0.921,"RT @CNNPolitics: Sen. Mark Warner, the top Democrat on the Senate intel committee, says the Trump team ""can't distance themselves"" from Mic…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
63,CNN,2017-12-01 18:45:12,64,0.0,0.0,0.0,1.0,"62 years ago, Rosa Parks stood up for civil rights by sitting down https://t.co/biQ5JYg89Q https://t.co/XCcL4AparB","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
64,CNN,2017-12-01 18:34:06,65,0.3182,0.151,0.093,0.756,"The Justice Department is considering bringing federal charges against Jose Ines Garcia Zarate, the man found not g… https://t.co/JgGRCmJMVy","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
65,CNN,2017-12-01 18:29:23,66,-0.3818,0.0,0.126,0.874,"RT @CNNPolitics: CNN's @jimsciutto: In your view, has the President lied about his team's communications with Russia?

Schiff: ""Abundantly…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
66,CNN,2017-12-01 18:20:23,67,-0.4215,0.0,0.128,0.872,"Rep. Adam Schiff calls Flynn's guilty plea ""breathtaking,"" says this is ""the chief adviser to the President in term… https://t.co/QlNvfdMLP2","<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>"
67,CNN,2017-12-01 18:16:05,68,0.0,0.0,0.0,1.0,Lawmakers say panel investigating Michigan Democratic Rep. John Conyers not known for speed https://t.co/4cqQT7IKyv https://t.co/PUX5k3N3di,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
68,CNN,2017-12-01 18:04:04,69,0.0,0.0,0.0,1.0,"White House chief of staff John Kelly soured on Rex Tillerson after the Secretary of State's ""moron"" comment… https://t.co/rLl6sn2Qia","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
69,CNN,2017-12-01 17:52:04,70,0.0,0.0,0.0,1.0,"If this proposed bill becomes law, executives could face jail time for not reporting data breaches in a timely mann… https://t.co/B5ujPJrS2i","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
70,CNN,2017-12-01 17:33:09,71,0.4019,0.137,0.0,0.863,"With Sen. Jeff Flake's newly announced support, Senate Republicans have the votes to pass their tax plan… https://t.co/3sVrOQIfJi","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
71,CNN,2017-12-01 17:12:02,72,0.0,0.0,0.0,1.0,"Nobel laureate Joseph Stiglitz says bitcoin ""ought to be outlawed"" https://t.co/9sO0qa6ys3","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
72,CNN,2017-12-01 16:56:01,73,0.6249,0.254,0.0,0.746,Former Trump national security adviser Michael Flynn disclosed that he is cooperating with Special Counsel Mueller'… https://t.co/Pxidtiq701,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
73,CNN,2017-12-01 16:50:07,74,-0.7351,0.0,0.246,0.754,RT @CNNPolitics: WATCH: Michael Flynn departs the courthouse after pleading guilty to lying to the FBI about conversations with Russia’s am…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
74,CNN,2017-12-01 16:47:03,75,-0.0516,0.111,0.12,0.769,"White House Lawyer Ty Cobb: ""Nothing about the guilty plea or the charge implicates anyone other than Mr. Flynn."" https://t.co/bl70IulW98","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
75,CNN,2017-12-01 16:28:57,76,-0.4215,0.0,0.177,0.823,BREAKING: Michael Flynn pleads guilty to making false statements to the FBI https://t.co/ur4KDLWjIs https://t.co/soQgF5Akto,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
76,CNN,2017-12-01 16:21:45,77,-0.5106,0.0,0.216,0.784,RT @CNNPolitics: All the times President Trump has insulted North Korea https://t.co/K44j17nmFx https://t.co/WIzDglf4kv,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
77,CNN,2017-12-01 16:15:05,78,-0.3818,0.0,0.247,0.753,"Chicago police tout 14% homicide drop, and concede there's more to do https://t.co/8uEIT4o7j4","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
78,CNN,2017-12-01 16:08:29,79,-0.2658,0.201,0.238,0.561,RT @CNNPolitics: The Department of Justice may bring charges against the man found not guilty in Kate Steinle's murder https://t.co/9Mzlzst…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
79,CNN,2017-12-01 15:26:11,80,0.0,0.0,0.0,1.0,The updated docket describes this court proceeding as a “plea agreement” hearing. Flynn is expected to plead guilty… https://t.co/k0C0BuBHSv,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
80,CNN,2017-12-01 19:11:32,81,0.5994,0.224,0.0,0.776,"Sen. Mark Warner, the top Democrat on the Senate Intelligence Committee, says Michael Flynn was obviously in a ""gre… https://t.co/JmoL0m0FWB","<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>"
81,CNN,2017-12-01 19:00:17,82,0.0,0.0,0.0,1.0,German police defuse device near Christmas market outside Berlin https://t.co/1VmCuGDJBu https://t.co/HxBFrZlIld,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
82,CNN,2017-12-01 18:55:11,83,0.2023,0.079,0.0,0.921,"RT @CNNPolitics: Sen. Mark Warner, the top Democrat on the Senate intel committee, says the Trump team ""can't distance themselves"" from Mic…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
83,CNN,2017-12-01 18:45:12,84,0.0,0.0,0.0,1.0,"62 years ago, Rosa Parks stood up for civil rights by sitting down https://t.co/biQ5JYg89Q https://t.co/XCcL4AparB","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
84,CNN,2017-12-01 18:34:06,85,0.3182,0.151,0.093,0.756,"The Justice Department is considering bringing federal charges against Jose Ines Garcia Zarate, the man found not g… https://t.co/JgGRCmJMVy","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
85,CNN,2017-12-01 18:29:23,86,-0.3818,0.0,0.126,0.874,"RT @CNNPolitics: CNN's @jimsciutto: In your view, has the President lied about his team's communications with Russia?

Schiff: ""Abundantly…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
86,CNN,2017-12-01 18:20:23,87,-0.4215,0.0,0.128,0.872,"Rep. Adam Schiff calls Flynn's guilty plea ""breathtaking,"" says this is ""the chief adviser to the President in term… https://t.co/QlNvfdMLP2","<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>"
87,CNN,2017-12-01 18:16:05,88,0.0,0.0,0.0,1.0,Lawmakers say panel investigating Michigan Democratic Rep. John Conyers not known for speed https://t.co/4cqQT7IKyv https://t.co/PUX5k3N3di,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
88,CNN,2017-12-01 18:04:04,89,0.0,0.0,0.0,1.0,"White House chief of staff John Kelly soured on Rex Tillerson after the Secretary of State's ""moron"" comment… https://t.co/rLl6sn2Qia","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
89,CNN,2017-12-01 17:52:04,90,0.0,0.0,0.0,1.0,"If this proposed bill becomes law, executives could face jail time for not reporting data breaches in a timely mann… https://t.co/B5ujPJrS2i","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
90,CNN,2017-12-01 17:33:09,91,0.4019,0.137,0.0,0.863,"With Sen. Jeff Flake's newly announced support, Senate Republicans have the votes to pass their tax plan… https://t.co/3sVrOQIfJi","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
91,CNN,2017-12-01 17:12:02,92,0.0,0.0,0.0,1.0,"Nobel laureate Joseph Stiglitz says bitcoin ""ought to be outlawed"" https://t.co/9sO0qa6ys3","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
92,CNN,2017-12-01 16:56:01,93,0.6249,0.254,0.0,0.746,Former Trump national security adviser Michael Flynn disclosed that he is cooperating with Special Counsel Mueller'… https://t.co/Pxidtiq701,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
93,CNN,2017-12-01 16:50:07,94,-0.7351,0.0,0.246,0.754,RT @CNNPolitics: WATCH: Michael Flynn departs the courthouse after pleading guilty to lying to the FBI about conversations with Russia’s am…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
94,CNN,2017-12-01 16:47:03,95,-0.0516,0.111,0.12,0.769,"White House Lawyer Ty Cobb: ""Nothing about the guilty plea or the charge implicates anyone other than Mr. Flynn."" https://t.co/bl70IulW98","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
95,CNN,2017-12-01 16:28:57,96,-0.4215,0.0,0.177,0.823,BREAKING: Michael Flynn pleads guilty to making false statements to the FBI https://t.co/ur4KDLWjIs https://t.co/soQgF5Akto,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
96,CNN,2017-12-01 16:21:45,97,-0.5106,0.0,0.216,0.784,RT @CNNPolitics: All the times President Trump has insulted North Korea https://t.co/K44j17nmFx https://t.co/WIzDglf4kv,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
97,CNN,2017-12-01 16:15:05,98,-0.3818,0.0,0.247,0.753,"Chicago police tout 14% homicide drop, and concede there's more to do https://t.co/8uEIT4o7j4","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
98,CNN,2017-12-01 16:08:29,99,-0.2658,0.201,0.238,0.561,RT @CNNPolitics: The Department of Justice may bring charges against the man found not guilty in Kate Steinle's murder https://t.co/9Mzlzst…,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
99,CNN,2017-12-01 15:26:11,100,0.0,0.0,0.0,1.0,The updated docket describes this court proceeding as a “plea agreement” hearing. Flynn is expected to plead guilty… https://t.co/k0C0BuBHSv,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
0,FoxNews,2017-12-01 19:03:57,1,0.1779,0.119,0.088,0.793,"""I'm anxious to hear General Flynn's full explanation of his contacts with the Russians. Clearly, he was willing to… https://t.co/fvNsolgbkB","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
1,FoxNews,2017-12-01 19:01:17,2,-0.34,0.0,0.098,0.902,"""The one individual that still seems to deny that this is not a major issue is Donald Trump, and I just kind of won… https://t.co/L61oI1KWXd","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
2,FoxNews,2017-12-01 18:58:14,3,0.5574,0.159,0.0,0.841,"""This is a story that you can't make it up. It's still remarkable to me..."" - Sen. @MarkWarner on Russia investigat… https://t.co/i7oO2tMiRL","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
3,FoxNews,2017-12-01 18:56:19,4,0.0,0.0,0.0,1.0,"""This investigation is going to continue in its bipartisan fashion, and we're going to get the job done."" - Sen.… https://t.co/YTpikHFTOQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
